-1, -1, -1, -1, -1, 15, -1, -1, -1, -1, -1, -1, -1
50, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, 9, -1, -1, -1, -1, -1, -1
-1, 10, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, 60, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1
20, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, 20, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, 50, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -4, -1, -1, -1, -1, -1, -1, -1, -1
-1, 75, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, 40, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, 26, -1, -1, -1, -1, -1, -1, -1
5, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
-1, 300, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1
